customer_id,name,governorate,contract_type,tenure_months,consumption_kwh,monthly_charges,payment_arrears,complaints_count,meter_reading_issues,fraud_flag
EGY00044631,فاطمة إبراهيم,أسوان,سكني,11,378.61,170.72,0,0,0,1
EGY00044632,محمود الشريف,المنوفية,تجاري,67,294.1,438.16,6,0,0,0
EGY00044633,مريم إبراهيم,جنوب سيناء,سكني,40,292.41,266.04,0,0,0,0
EGY00044634,مريم فهمي,مطروح,سكني,10,414.49,293.3,0,0,0,0
EGY00044635,عبدالله المصري,الوادي الجديد,سكني,18,171.25,181.68,0,0,0,0
EGY00044636,فاطمة السيد,أسيوط,سكني,21,70.9,71.59,10,0,0,1
EGY00044637,إبراهيم الشريف,الإسماعيلية,سكني,28,976.78,693.38,0,3,0,0
EGY00044638,عائشة خليل,شمال سيناء,تجاري,44,858.75,1087.35,0,6,0,0
EGY00044639,سارة صالح,سوهاج,سكني,4,55.61,37.01,0,4,0,1
EGY00044640,طارق فؤاد,كفر الشيخ,سكني,2,389.69,275.33,0,6,3,0
EGY00044641,رنا صالح,الجيزة,زراعي,2,273.22,111.56,0,2,4,1
EGY00044642,علي الجمال,الإسكندرية,سكني,16,555.67,419.97,0,0,0,0
EGY00044643,يوسف صالح,الوادي الجديد,سكني,13,418.05,348.64,0,0,0,0
EGY00044644,نور حسن,المنوفية,سكني,40,654.23,470.19,9,4,0,0
EGY00044645,محمد فؤاد,الإسكندرية,صناعي,3,2135.84,2083.14,10,0,0,0
EGY00044646,علي عبدالرحمن,الغربية,سكني,97,295.9,142.26,0,3,0,1
EGY00044647,نور خليل,الشرقية,سكني,51,129.11,129.71,0,0,3,0
EGY00044648,عائشة نصر,أسوان,سكني,104,741.46,554.67,0,1,0,0
EGY00044649,رامي محمد,البحر الأحمر,تجاري,35,942.43,1162.38,8,3,3,0
EGY00044650,وليد الشريف,البحر الأحمر,سكني,65,513.07,418.41,0,0,0,0
EGY00044651,هدى البدوي,الإسماعيلية,زراعي,12,905.21,502.45,0,0,0,0
EGY00044652,دينا فؤاد,بورسعيد,تجاري,14,1838.08,2285.11,0,0,0,0
EGY00044653,طارق الشريف,البحر الأحمر,تجاري,1,2380.35,2938.32,0,0,0,0
EGY00044654,يوسف فؤاد,الوادي الجديد,صناعي,26,1159.63,1179.58,0,6,0,0
EGY00044655,عادل علي,المنوفية,حكومي,55,3554.56,2943.24,0,4,0,0
EGY00044656,محمد صالح,شمال سيناء,سكني,8,708.91,482.87,0,0,0,0
EGY00044657,عادل علي,أسيوط,تجاري,79,992.77,610.23,0,0,0,1
EGY00044658,هشام نصر,القاهرة,صناعي,16,5638.27,5420.65,8,0,4,0
EGY00044659,عبدالله عبدالرحمن,الغربية,سكني,17,837.47,586.49,0,0,4,0
EGY00044660,عادل السيد,الأقصر,زراعي,17,928.76,469.91,0,0,0,0
EGY00044661,مريم الشريف,الإسماعيلية,سكني,22,306.88,141.07,1,4,0,1
EGY00044662,رامي السيد,الغربية,حكومي,13,1166.83,974.43,2,0,0,0
EGY00044663,يوسف محمد,بني سويف,سكني,8,415.15,191.94,0,6,0,1
EGY00044664,ماجد عثمان,الدقهلية,تجاري,55,1946.41,2410.43,3,4,0,0
EGY00044665,مريم حسن,أسيوط,صناعي,19,4319.1,4180.55,9,0,0,0
EGY00044666,كريم المصري,المنيا,تجاري,28,2275.61,2761.74,0,5,0,0
EGY00044667,أحمد نصر,دمياط,تجاري,19,866.66,1118.49,0,0,0,0
EGY00044668,عادل عباس,الإسكندرية,سكني,68,233.53,94.3,0,0,0,1
EGY00044669,شريف البدوي,الدقهلية,سكني,32,380.2,285.48,7,0,0,0
EGY00044670,هدى محمد,قنا,سكني,7,401.72,135.7,0,2,0,1
EGY00044671,طارق سالم,الأقصر,سكني,50,644.73,486.46,0,0,0,0
EGY00044672,هشام الشريف,القاهرة,تجاري,3,419.96,589.39,0,5,0,0
EGY00044673,أمل حسين,كفر الشيخ,سكني,79,305.67,265.78,0,0,0,0
EGY00044674,نور سالم,القاهرة,تجاري,17,682.81,437.56,0,1,0,1
EGY00044675,طارق عباس,أسوان,سكني,25,773.97,565.08,0,2,0,0
EGY00044676,إبراهيم المصري,الإسماعيلية,سكني,48,297.77,156.1,0,0,0,1
EGY00044677,يوسف عبدالرحمن,الجيزة,سكني,17,323.24,269.33,0,0,0,0
EGY00044678,طارق إبراهيم,الشرقية,سكني,42,780.52,575.64,0,0,0,0
EGY00044679,سامي محمد,دمياط,سكني,29,686.32,518.9,7,0,0,0
EGY00044680,خالد أحمد,المنوفية,سكني,43,516.46,376.98,0,0,1,0
EGY00044681,ماجد فؤاد,البحيرة,سكني,31,971.66,716.76,0,5,0,0
EGY00044682,علي عبدالرحمن,الدقهلية,تجاري,120,2234.28,2753.91,0,1,0,0
EGY00044683,محمد الشريف,جنوب سيناء,سكني,5,790.57,577.37,0,0,0,0
EGY00044684,طارق الجمال,جنوب سيناء,سكني,10,880.29,648.29,2,0,0,0
EGY00044685,كريم المصري,القاهرة,تجاري,39,250.13,198.92,0,1,3,1
EGY00044686,نور فؤاد,الفيوم,تجاري,47,2100.14,2542.09,0,2,2,0
EGY00044687,عادل خليل,الوادي الجديد,صناعي,24,4580.99,4408.21,0,0,0,0
EGY00044688,رنا الجمال,الشرقية,سكني,44,156.79,150.86,1,0,0,0
EGY00044689,نور حسن,مطروح,سكني,3,100.37,119.24,0,0,0,0
EGY00044690,سامي فهمي,الدقهلية,صناعي,8,1891.24,1833.38,0,0,0,0
EGY00044691,عائشة خليل,جنوب سيناء,تجاري,7,1232.55,1533.37,0,0,1,0
EGY00044692,طارق صالح,الجيزة,تجاري,38,1138.48,1449.77,0,6,2,0
EGY00044693,عادل السيد,الدقهلية,حكومي,27,939.93,573.89,4,2,0,1
EGY00044694,علي نصر,الفيوم,سكني,8,778.45,534.43,0,3,0,0
EGY00044695,رامي حسين,قنا,سكني,16,270.07,205.83,0,0,0,0
EGY00044696,نور محمد,المنوفية,سكني,37,963.39,692.34,0,0,0,0
EGY00044697,عادل البدوي,أسوان,سكني,60,184.52,87.37,0,0,0,1
EGY00044698,دينا سالم,الغربية,حكومي,11,3888.48,3177.42,0,0,2,0
EGY00044699,مصطفى البدوي,شمال سيناء,صناعي,96,9954.22,9491.25,2,5,0,0
EGY00044700,رنا صالح,مطروح,سكني,6,568.84,468.72,0,2,0,0
EGY00044701,نور علي,الإسكندرية,سكني,70,314.51,124.3,0,1,0,1
EGY00044702,أحمد عثمان,القاهرة,سكني,45,172.11,107.86,0,0,0,1
EGY00044703,عبدالله سالم,المنوفية,تجاري,29,1045.22,1343.18,0,0,0,0
EGY00044704,علي الشريف,البحيرة,سكني,34,439.89,307.08,0,1,0,0
EGY00044705,نور حسن,بني سويف,صناعي,93,3043.61,2925.65,3,4,0,0
EGY00044706,محمود محمد,أسيوط,حكومي,2,4160.1,3421.2,0,0,0,0
EGY00044707,محمد محمد,أسيوط,سكني,53,168.32,158.26,0,0,0,0
EGY00044708,هدى عثمان,شمال سيناء,تجاري,20,400.65,314.99,0,0,0,1
EGY00044709,سارة سالم,القليوبية,سكني,94,949.73,706.49,0,0,1,0
EGY00044710,فاطمة أحمد,الإسماعيلية,سكني,8,775.94,549.01,0,0,0,0
EGY00044711,علي البدوي,الدقهلية,سكني,23,359.74,170.94,0,0,0,1
EGY00044712,مريم أحمد,الإسماعيلية,تجاري,12,2005.83,2506.34,0,0,0,0
EGY00044713,نور نصر,سوهاج,تجاري,27,1721.73,2134.07,0,0,0,0
EGY00044714,ماجد أحمد,بني سويف,تجاري,8,333.08,220.46,5,2,1,1
EGY00044715,عادل عبدالرحمن,بني سويف,سكني,39,110.4,121.31,0,1,0,0
EGY00044716,خالد البدوي,السويس,سكني,22,410.22,338.04,0,0,0,0
EGY00044717,رنا عثمان,جنوب سيناء,سكني,5,568.59,411.06,0,0,0,0
EGY00044718,إبراهيم عثمان,أسوان,تجاري,38,191.96,266.17,0,0,0,0
EGY00044719,إبراهيم علي,الوادي الجديد,سكني,8,351.28,140.44,8,5,0,1
EGY00044720,عادل فهمي,كفر الشيخ,سكني,63,374.27,268.77,1,2,0,0
EGY00044721,محمد السيد,الإسماعيلية,تجاري,13,1878.17,2343.52,0,5,0,0
EGY00044722,شريف نصر,الغربية,سكني,22,628.45,434.45,0,0,0,0
EGY00044723,زينب سالم,أسيوط,سكني,27,311.88,111.78,0,0,0,1
EGY00044724,عائشة البدوي,الأقصر,تجاري,5,1472.13,1838.66,0,3,0,0
EGY00044725,كريم فؤاد,أسيوط,تجاري,74,950.73,1189.43,0,0,0,0
EGY00044726,علي المصري,دمياط,سكني,6,897.76,668.71,2,2,4,0
EGY00044727,محمد البدوي,دمياط,سكني,14,835.9,605.7,0,1,0,0
EGY00044728,طارق الشريف,مطروح,حكومي,50,5716.68,4636.78,2,0,3,0
EGY00044729,ماجد حسن,المنوفية,تجاري,27,817.84,544.34,0,0,0,1
EGY00044730,علي الشريف,كفر الشيخ,تجاري,46,450.57,564.51,4,0,0,0
EGY00044731,محمود سالم,القاهرة,سكني,48,259.01,130.4,5,6,3,1
EGY00044732,خالد صالح,المنيا,تجاري,14,630.15,344.14,0,3,0,1
EGY00044733,عادل عبدالرحمن,شمال سيناء,سكني,43,125.93,159.77,0,0,0,0
EGY00044734,حسن حسن,البحر الأحمر,سكني,8,120.81,75.48,0,6,0,1
EGY00044735,أمل السيد,القاهرة,سكني,69,70.6,32.6,4,0,0,1
EGY00044736,أحمد نصر,سوهاج,صناعي,5,1110.43,1091.74,0,0,0,0
EGY00044737,رامي الشريف,القاهرة,زراعي,69,552.76,312.88,0,0,0,0
EGY00044738,مريم فهمي,الإسكندرية,تجاري,56,2269.8,2785.97,0,0,1,0
EGY00044739,إبراهيم فؤاد,جنوب سيناء,سكني,6,257.71,256.11,0,5,2,0
EGY00044740,دينا السيد,الجيزة,صناعي,5,3728.8,3625.87,0,0,0,0
EGY00044741,رامي خليل,بورسعيد,سكني,55,73.18,44.58,0,5,0,1
EGY00044742,إبراهيم المصري,الفيوم,حكومي,68,2049.55,1031.47,2,0,0,1
EGY00044743,هشام الشريف,دمياط,صناعي,63,9946.42,9510.25,2,3,0,0
EGY00044744,عمر إبراهيم,الإسكندرية,تجاري,54,1753.13,2126.6,0,0,0,0
EGY00044745,رنا عثمان,الإسكندرية,تجاري,105,582.6,748.05,0,1,0,0
EGY00044746,هشام صالح,أسيوط,سكني,73,369.4,200.11,0,0,0,1
EGY00044747,عائشة أحمد,المنيا,سكني,2,140.66,86.87,4,0,0,1
EGY00044748,زينب علي,الأقصر,سكني,3,781.11,566.12,0,1,0,0
EGY00044749,رنا السيد,الإسماعيلية,سكني,11,543.15,377.77,0,0,0,0
EGY00044750,محمود علي,قنا,تجاري,52,164.98,195.38,0,0,0,1
EGY00044751,هدى أحمد,البحر الأحمر,سكني,31,258.28,247.03,0,1,0,0
EGY00044752,سامي عبدالرحمن,السويس,سكني,80,812.3,616.47,0,5,0,0
EGY00044753,زينب فؤاد,الوادي الجديد,تجاري,70,1600.43,1955.86,0,0,0,0
EGY00044754,دينا صالح,دمياط,سكني,55,844.94,628.4,0,0,0,0
EGY00044755,محمود إبراهيم,الغربية,تجاري,53,2344.6,2879.92,0,0,0,0
EGY00044756,طارق الجمال,الغربية,سكني,11,618.97,491.99,11,5,0,0
EGY00044757,أمل أحمد,الفيوم,سكني,29,190.43,88.06,0,6,0,1
EGY00044758,سارة حسن,المنوفية,سكني,6,905.84,682.84,0,0,0,0
EGY00044759,نور عثمان,الغربية,سكني,120,453.88,391.27,0,0,4,0
EGY00044760,حسن المصري,جنوب سيناء,سكني,7,862.47,591.39,0,0,0,0
EGY00044761,زينب الشريف,أسوان,سكني,28,135.65,132.84,0,0,0,0
EGY00044762,خالد عبدالرحمن,أسيوط,سكني,8,576.5,451.16,0,0,0,0
EGY00044763,ماجد الشريف,جنوب سيناء,سكني,13,704.05,547.4,0,0,0,0
EGY00044764,أحمد البدوي,الشرقية,سكني,37,319.19,239.57,8,0,0,0
EGY00044765,وليد إبراهيم,المنيا,تجاري,35,84.12,83.48,3,0,0,1
EGY00044766,كريم فهمي,كفر الشيخ,تجاري,120,771.09,696.81,0,0,0,1
EGY00044767,دينا محمد,جنوب سيناء,صناعي,39,4194.96,4058.81,9,4,3,0
EGY00044768,إبراهيم أحمد,بني سويف,تجاري,72,245.2,360.72,0,0,0,0
EGY00044769,أمل حسن,جنوب سيناء,صناعي,120,3577.72,3497.83,0,0,0,0
EGY00044770,حسن حسن,بورسعيد,صناعي,8,7154.32,6894.29,0,0,0,0
EGY00044771,سامي محمد,بني سويف,سكني,15,800.07,560.05,0,5,4,0
EGY00044772,سامي الجمال,البحيرة,سكني,45,961.27,662.63,0,0,0,0
EGY00044773,طارق حسن,البحيرة,زراعي,30,921.81,474.25,0,2,0,0
EGY00044774,طارق خليل,بني سويف,سكني,16,122.86,78.25,11,0,0,1
EGY00044775,سامي البدوي,الدقهلية,سكني,48,135.55,98.41,5,6,3,1
EGY00044776,ماجد عباس,الشرقية,صناعي,23,5419.43,5199.41,0,4,0,0
EGY00044777,إبراهيم خليل,كفر الشيخ,سكني,110,736.58,538.41,0,0,0,0
EGY00044778,رامي عبدالرحمن,أسيوط,حكومي,56,2385.31,1179.36,0,0,0,1
EGY00044779,سارة حسين,أسوان,تجاري,63,2303.06,2855.87,0,0,0,0
EGY00044780,فاطمة الشريف,البحيرة,سكني,45,153.01,165.61,6,0,0,0
EGY00044781,خالد علي,جنوب سيناء,سكني,120,80.46,38.74,0,0,0,1
EGY00044782,رامي السيد,جنوب سيناء,سكني,5,277.04,260.61,0,0,0,0
EGY00044783,عائشة خليل,دمياط,سكني,24,146.12,67.07,5,2,0,1
EGY00044784,وليد محمد,الشرقية,صناعي,21,9710.44,9282.76,0,0,0,0
EGY00044785,سارة فؤاد,البحيرة,تجاري,14,1383.75,1739.86,0,0,4,0
EGY00044786,حسن أحمد,الإسكندرية,سكني,93,80.5,74.42,9,3,0,1
EGY00044787,حسن عبدالرحمن,الجيزة,سكني,26,798.63,585.26,0,1,2,0
EGY00044788,حسن محمد,الغربية,سكني,58,765.5,586.8,0,0,0,0
EGY00044789,أحمد سالم,الإسكندرية,تجاري,35,1441.39,1813.42,0,0,0,0
EGY00044790,سارة البدوي,دمياط,سكني,3,216.51,167.95,2,1,0,0
EGY00044791,عائشة صالح,أسيوط,تجاري,28,234.85,336.86,0,0,1,0
EGY00044792,أمل فهمي,الجيزة,سكني,5,966.55,648.38,3,0,2,0
EGY00044793,فاطمة إبراهيم,الوادي الجديد,تجاري,17,1260.13,1598.89,0,1,0,0
EGY00044794,وليد فؤاد,شمال سيناء,سكني,54,238.4,218.0,7,6,0,0
EGY00044795,فاطمة أحمد,الإسكندرية,سكني,4,159.34,150.78,1,0,0,0
EGY00044796,كريم عباس,كفر الشيخ,تجاري,29,471.38,356.56,7,0,0,1
EGY00044797,ماجد إبراهيم,بني سويف,سكني,22,934.58,688.38,0,2,0,0
EGY00044798,عادل أحمد,مطروح,سكني,110,750.49,530.21,0,0,1,0
EGY00044799,شريف حسين,أسوان,صناعي,5,2043.02,2037.33,0,0,1,0
EGY00044800,كريم السيد,كفر الشيخ,تجاري,9,124.51,212.4,10,2,0,0
EGY00044801,محمد عباس,الإسكندرية,تجاري,6,2022.23,2491.06,0,2,0,0
EGY00044802,سارة عثمان,الإسكندرية,زراعي,2,543.68,120.45,0,5,0,1
EGY00044803,رامي حسين,المنوفية,تجاري,10,1990.62,2412.34,0,2,0,0
EGY00044804,رامي عثمان,مطروح,سكني,4,598.95,443.49,0,0,0,0
EGY00044805,علي الجمال,المنوفية,تجاري,28,549.58,464.33,5,3,0,1
EGY00044806,فاطمة حسين,الجيزة,صناعي,8,4259.56,4090.95,0,0,4,0
EGY00044807,يوسف سالم,الفيوم,تجاري,6,140.42,161.65,0,3,0,1
EGY00044808,سارة فؤاد,الشرقية,سكني,71,449.31,388.32,0,0,1,0
EGY00044809,عمر إبراهيم,مطروح,حكومي,52,3128.58,2557.33,8,0,0,0
EGY00044810,مريم السيد,كفر الشيخ,تجاري,6,722.35,903.64,6,3,0,0
EGY00044811,هدى صالح,البحيرة,صناعي,6,6048.33,5798.24,0,0,3,0
EGY00044812,عائشة إبراهيم,بورسعيد,سكني,73,769.23,546.2,0,0,0,0
EGY00044813,أمل صالح,الشرقية,تجاري,38,929.36,1204.08,0,0,0,0
EGY00044814,خالد إبراهيم,قنا,سكني,50,454.07,250.13,0,0,4,1
EGY00044815,علي نصر,بني سويف,سكني,3,376.05,326.37,0,0,0,0
EGY00044816,مصطفى عبدالرحمن,كفر الشيخ,سكني,17,650.61,458.66,0,0,3,0
EGY00044817,عادل أحمد,الشرقية,سكني,10,215.5,115.78,0,0,0,1
EGY00044818,مصطفى حسين,بورسعيد,سكني,41,431.2,344.16,0,2,0,0
EGY00044819,إبراهيم صالح,الفيوم,سكني,38,293.56,110.35,6,5,0,1
EGY00044820,فاطمة البدوي,الشرقية,سكني,9,661.46,459.49,0,0,4,0
EGY00044821,مريم فؤاد,أسوان,سكني,10,142.19,119.41,0,0,0,0
EGY00044822,عمر عبدالرحمن,الدقهلية,حكومي,46,1098.8,964.77,0,0,1,0
EGY00044823,خالد حسن,الوادي الجديد,سكني,4,921.62,650.8,0,0,0,0
EGY00044824,عائشة خليل,قنا,سكني,26,357.91,128.67,0,6,0,1
EGY00044825,خالد فؤاد,الدقهلية,تجاري,29,848.21,1038.09,11,0,3,0
EGY00044826,إبراهيم حسين,الغربية,سكني,74,120.7,154.37,8,6,0,0
EGY00044827,أمل عثمان,القاهرة,سكني,51,327.74,256.6,2,2,0,0
EGY00044828,خالد عثمان,أسيوط,تجاري,27,584.67,441.33,0,2,0,1
EGY00044829,عائشة خليل,الفيوم,سكني,6,806.98,547.46,0,0,1,0
EGY00044830,زينب عثمان,سوهاج,سكني,3,536.5,430.46,2,0,1,0
EGY00044831,أمل عبدالرحمن,كفر الشيخ,صناعي,1,2429.44,2359.16,6,6,0,0
EGY00044832,مصطفى عبدالرحمن,بورسعيد,سكني,13,370.78,328.01,0,4,0,0
EGY00044833,يوسف عثمان,الغربية,صناعي,52,134.8,118.36,0,6,0,1
EGY00044834,عمر فؤاد,القاهرة,سكني,79,148.34,99.33,0,2,0,1
EGY00044835,زينب حسين,الشرقية,سكني,13,257.58,155.67,0,0,2,1
EGY00044836,أمل صالح,بورسعيد,سكني,2,549.46,165.91,0,1,0,1
EGY00044837,مصطفى حسن,السويس,تجاري,27,325.0,250.08,0,0,0,1
EGY00044838,سامي فهمي,بورسعيد,سكني,16,614.19,461.85,5,5,0,0
EGY00044839,علي عبدالرحمن,الفيوم,سكني,4,202.22,122.42,0,1,0,1
EGY00044840,زينب المصري,الدقهلية,سكني,7,731.12,529.81,0,5,0,0
EGY00044841,خالد نصر,الغربية,سكني,56,973.7,671.96,0,0,0,0
EGY00044842,فاطمة عثمان,البحر الأحمر,سكني,29,269.85,125.22,8,0,0,1
EGY00044843,عادل الجمال,سوهاج,سكني,17,835.13,603.42,0,0,0,0
EGY00044844,حسن فؤاد,القليوبية,سكني,25,233.31,132.78,0,0,0,1
EGY00044845,محمد الجمال,شمال سيناء,سكني,9,113.91,109.26,0,3,0,1
EGY00044846,خالد عباس,الفيوم,سكني,83,726.39,550.28,0,0,3,0
EGY00044847,عائشة البدوي,الأقصر,تجاري,35,2369.72,2918.63,6,2,0,0
EGY00044848,هشام الشريف,سوهاج,تجاري,50,2329.07,2851.76,0,0,2,0
EGY00044849,هشام المصري,أسيوط,سكني,24,225.37,88.79,0,0,0,1
EGY00044850,سامي الجمال,قنا,سكني,49,230.32,109.99,1,2,0,1
EGY00044851,محمود عبدالرحمن,الإسماعيلية,سكني,22,328.23,311.9,0,1,0,0
EGY00044852,سامي نصر,بورسعيد,سكني,2,521.61,431.61,0,0,0,0
EGY00044853,هدى البدوي,أسوان,سكني,10,64.56,64.12,0,0,0,1
EGY00044854,سارة السيد,الأقصر,سكني,120,250.92,138.59,0,4,4,1
EGY00044855,وليد محمد,القاهرة,سكني,23,201.06,151.63,0,0,0,0
EGY00044856,فاطمة البدوي,الإسماعيلية,تجاري,5,130.4,99.33,0,0,0,1
EGY00044857,دينا عباس,الإسماعيلية,تجاري,53,225.78,123.24,0,0,0,1
EGY00044858,إبراهيم الجمال,قنا,سكني,30,143.13,109.09,0,3,0,1
EGY00044859,علي أحمد,الدقهلية,سكني,29,429.11,239.03,0,3,0,1
EGY00044860,هشام محمد,مطروح,سكني,1,296.19,226.21,1,0,0,0
EGY00044861,هشام محمد,كفر الشيخ,حكومي,15,505.38,439.4,0,0,3,0
EGY00044862,محمد المصري,الغربية,سكني,13,846.73,631.37,0,0,0,0
EGY00044863,دينا البدوي,بني سويف,تجاري,14,559.02,709.33,0,1,1,0
EGY00044864,هشام نصر,البحيرة,تجاري,15,1085.12,1388.14,2,0,0,0
EGY00044865,محمد خليل,الجيزة,سكني,110,839.64,566.73,0,5,4,0
EGY00044866,عادل عثمان,القليوبية,سكني,31,341.77,270.51,0,0,0,0
EGY00044867,عمر أحمد,القليوبية,سكني,35,359.94,148.87,5,0,0,1
EGY00044868,مريم حسن,مطروح,تجاري,76,1054.25,1306.13,0,1,0,0
EGY00044869,علي المصري,مطروح,تجاري,8,1456.72,1836.95,0,0,0,0
EGY00044870,رامي فؤاد,الشرقية,تجاري,6,481.1,357.74,4,0,0,1
EGY00044871,كريم نصر,السويس,سكني,9,173.05,104.1,0,6,2,1
EGY00044872,سارة الشريف,السويس,سكني,51,996.64,682.34,0,4,0,0
EGY00044873,رامي فؤاد,قنا,سكني,2,222.19,123.86,0,0,0,1
EGY00044874,نور السيد,الشرقية,سكني,3,181.74,162.9,8,0,0,0
EGY00044875,دينا صالح,الأقصر,سكني,2,414.14,338.45,0,1,0,0
EGY00044876,عادل المصري,البحيرة,تجاري,55,187.66,305.52,0,6,0,0
EGY00044877,علي فؤاد,الفيوم,تجاري,41,2358.01,2903.25,0,0,0,0
EGY00044878,سامي البدوي,دمياط,سكني,19,383.51,328.58,4,0,0,0
EGY00044879,هدى الشريف,بورسعيد,سكني,30,903.46,657.56,0,6,0,0
EGY00044880,أحمد حسين,جنوب سيناء,تجاري,6,775.89,974.12,0,0,0,0
EGY00044881,سامي خليل,البحيرة,صناعي,22,461.33,518.79,5,3,0,0
EGY00044882,إبراهيم فؤاد,الغربية,صناعي,24,633.59,676.26,7,3,0,0
EGY00044883,يوسف عباس,أسيوط,سكني,120,565.78,423.62,0,0,0,0
EGY00044884,رامي خليل,أسوان,سكني,1,828.53,604.06,0,0,0,0
EGY00044885,فاطمة السيد,قنا,سكني,5,127.11,71.84,3,6,4,1
EGY00044886,عمر الجمال,البحر الأحمر,سكني,12,419.25,356.43,0,0,0,0
EGY00044887,وليد إبراهيم,الوادي الجديد,سكني,57,785.27,588.75,8,4,3,0
EGY00044888,هدى حسن,المنوفية,تجاري,6,190.31,307.94,0,0,0,0
EGY00044889,خالد حسن,شمال سيناء,سكني,29,254.47,110.04,3,0,2,1
EGY00044890,مصطفى صالح,بورسعيد,سكني,13,125.34,61.0,0,1,2,1
EGY00044891,سارة المصري,الوادي الجديد,سكني,6,258.55,94.36,0,1,0,1
EGY00044892,سارة الشريف,الدقهلية,سكني,8,853.89,576.7,0,0,0,0
EGY00044893,ماجد سالم,القاهرة,سكني,4,157.13,174.27,0,0,0,0
EGY00044894,رامي حسن,أسيوط,حكومي,52,2946.5,1666.48,0,0,0,1
EGY00044895,رامي صالح,بورسعيد,سكني,7,862.05,647.0,0,2,3,0
EGY00044896,أمل الشريف,السويس,زراعي,102,758.25,411.57,0,2,0,0
EGY00044897,دينا عثمان,شمال سيناء,تجاري,2,1048.37,1357.83,10,2,0,0
EGY00044898,دينا الشريف,قنا,سكني,97,96.79,69.65,8,6,2,1
EGY00044899,نور حسن,البحر الأحمر,تجاري,43,497.62,688.37,0,3,0,0
EGY00044900,إبراهيم السيد,دمياط,سكني,19,715.56,559.45,0,0,4,0
EGY00044901,زينب عثمان,الشرقية,سكني,42,301.76,105.11,0,0,0,1
EGY00044902,أحمد أحمد,السويس,سكني,56,734.61,544.27,0,4,0,0
EGY00044903,علي الشريف,جنوب سيناء,تجاري,38,400.45,537.47,0,0,0,0
EGY00044904,فاطمة عباس,دمياط,سكني,20,423.51,300.37,0,5,3,0
EGY00044905,عائشة حسن,سوهاج,سكني,36,138.87,67.81,1,0,0,1
EGY00044906,إبراهيم إبراهيم,الإسماعيلية,سكني,45,52.72,37.11,6,4,0,1
EGY00044907,ماجد صالح,شمال سيناء,سكني,120,289.18,275.67,10,0,0,0
EGY00044908,سامي أحمد,الإسماعيلية,سكني,12,879.22,648.16,0,3,0,0
EGY00044909,فاطمة فؤاد,السويس,سكني,15,216.57,234.85,0,0,3,0
EGY00044910,إبراهيم السيد,أسوان,تجاري,33,1543.67,1943.5,0,0,0,0
EGY00044911,نور عبدالرحمن,أسيوط,سكني,17,406.95,202.32,0,0,0,1
EGY00044912,رنا حسن,القاهرة,صناعي,62,2420.37,2335.49,0,2,0,0
EGY00044913,سامي سالم,الوادي الجديد,سكني,65,787.54,608.53,0,2,0,0
EGY00044914,مصطفى صالح,مطروح,سكني,27,234.02,175.61,0,0,0,0
EGY00044915,محمود عباس,قنا,سكني,25,297.73,184.3,6,5,0,1
EGY00044916,خالد صالح,شمال سيناء,سكني,14,113.22,150.15,0,0,0,0
EGY00044917,إبراهيم محمد,القليوبية,سكني,7,206.99,189.99,8,4,0,0
EGY00044918,محمد حسين,الوادي الجديد,تجاري,5,2044.4,2535.06,0,0,0,0
EGY00044919,فاطمة عثمان,البحر الأحمر,سكني,80,351.63,138.08,0,0,0,1
EGY00044920,نور البدوي,القليوبية,حكومي,28,412.62,379.54,0,0,0,0
EGY00044921,عائشة عباس,القاهرة,سكني,49,406.1,323.09,0,2,0,0
EGY00044922,محمود الجمال,الأقصر,سكني,26,187.84,68.23,11,6,0,1
EGY00044923,حسن إبراهيم,المنوفية,سكني,58,72.11,51.49,0,4,4,1
EGY00044924,رنا الجمال,سوهاج,تجاري,4,983.89,1219.59,0,0,0,0
EGY00044925,سارة عثمان,أسوان,سكني,120,205.13,88.57,0,0,2,1
EGY00044926,علي سالم,القاهرة,سكني,64,63.66,43.65,0,6,0,1
EGY00044927,أحمد حسن,مطروح,تجاري,66,617.79,389.22,0,0,0,1
EGY00044928,رنا خليل,السويس,سكني,13,502.86,394.34,7,0,0,0
EGY00044929,هشام حسين,القاهرة,سكني,3,123.23,134.56,6,4,4,0
EGY00044930,محمد إبراهيم,المنوفية,سكني,50,147.86,99.0,9,0,4,1
EGY00044931,عادل حسن,الوادي الجديد,سكني,120,345.33,177.92,9,0,0,1
EGY00044932,يوسف حسن,قنا,سكني,50,757.27,525.15,0,0,0,0
EGY00044933,عادل فهمي,السويس,سكني,3,184.59,87.96,2,5,0,1
EGY00044934,ماجد خليل,الأقصر,سكني,14,194.07,115.93,0,0,0,1
EGY00044935,محمد البدوي,أسوان,سكني,23,753.86,549.43,0,2,0,0
EGY00044936,نور محمد,القاهرة,تجاري,14,609.6,768.16,11,2,0,0
EGY00044937,فاطمة صالح,القليوبية,تجاري,3,2140.19,2609.67,11,0,0,0
EGY00044938,زينب حسين,الإسماعيلية,سكني,82,297.47,161.22,8,0,0,1
EGY00044939,زينب حسن,الجيزة,سكني,9,778.41,587.1,1,0,0,0
EGY00044940,سارة السيد,كفر الشيخ,سكني,60,770.17,566.86,0,0,0,0
EGY00044941,مريم البدوي,الوادي الجديد,سكني,86,901.48,665.7,0,0,0,0
EGY00044942,ماجد نصر,الفيوم,سكني,34,448.0,184.45,0,1,0,1
EGY00044943,شريف صالح,شمال سيناء,سكني,34,152.53,120.4,0,0,1,0
